ОСЦ;Архив;Индекс операции;Название операции;Тип ШК;КБП;вид/ площадка операции;Единица измерения;Норматив в секундах;Тип операции
ОСЦ Новосибирск;Вне подразделений;NO 019 003 00 00;Участие в инвентаризации ТМЦ;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;NO 019 003 00 00;Участие в инвентаризации ТМЦ;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Самара;Вне подразделений;NO 019 003 00 00;Участие в инвентаризации ТМЦ;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;NO 019 003 00 00;Участие в инвентаризации ТМЦ;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Самара;Архив №1 Самара;NO 019 003 00 00;Участие в инвентаризации ТМЦ;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Воронеж;Вне подразделений;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Воронеж;Архив №2 Ставрополь;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Воронеж;Архив №3 Калининград;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Москва;Вне подразделений;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Москва;Архив №1 Томилино;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Нижний Новгород;Вне подразделений;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;NO 020 001 00 00;Мониторинг и  уточнение информации по инцидентам;-;00;Непроизводственные;минута;60;RUCH
